x_start: -1.526904064, 2.471273928, 0.2917882302, -0.2312365836, 
x_goal: -1.2482558, -4.049307895, 0.7835460035, -0.8865740485, 

x_start: -9.595632017, -2.635169253, 0.6652396856, 0.9143103086, 
x_goal: 9.273255281, -4.54687411, -0.2331169574, -0.04466977669, 

x_start: -9.595632017, -2.635169253, 0.6652396856, 0.9143103086, 
x_goal: 5.563135138, -7.192984451, 0.7400242905, 0.7401745021, 

x_start: 9.572366858, -0.5278391996, 0.5983171277, 0.601821505, 
x_goal: -9.595632017, -2.635169253, 0.6652396856, 0.9143103086, 

x_start: -7.13293429, 0.7474645646, 0.8893378372, 0.5172312409, 
x_goal: 9.572366858, -0.5278391996, 0.5983171277, 0.601821505, 

x_start: -0.8769932808, -5.668992866, 0.1368678967, -0.7295636535, 
x_goal: 9.572366858, -0.5278391996, 0.5983171277, 0.601821505, 

x_start: 2.241914449, -5.55357229, 0.2338679973, -0.2270220439, 
x_goal: 8.874961506, 8.051969428, 0.3636405957, -0.1001000209, 

x_start: 8.874961506, 8.051969428, 0.3636405957, -0.1001000209, 
x_goal: 0.4369665636, -7.881847871, -0.1706761178, -0.05279915454, 

x_start: -9.595632017, -2.635169253, 0.6652396856, 0.9143103086, 
x_goal: 1.403935519, -9.231491489, -0.1227969732, 0.2685481063, 

x_start: 5.563135138, -7.192984451, 0.7400242905, 0.7401745021, 
x_goal: 9.767476637, 9.178985385, -0.7959103866, 0.3055806378, 

x_start: 0.4369665636, -7.881847871, -0.1706761178, -0.05279915454, 
x_goal: 9.767476637, 9.178985385, -0.7959103866, 0.3055806378, 

x_start: 3.952623908, -8.014392969, -0.879549067, 0.9396181372, 
x_goal: 9.767476637, 9.178985385, -0.7959103866, 0.3055806378, 

x_start: 9.273255281, -4.54687411, -0.2331169574, -0.04466977669, 
x_goal: 9.767476637, 9.178985385, -0.7959103866, 0.3055806378, 

x_start: 9.767476637, 9.178985385, -0.7959103866, 0.3055806378, 
x_goal: -5.792348767, -2.836956596, -0.7421474033, 0.5013722777, 

x_start: -6.82060827, -3.23984765, -0.7792497217, 0.3495046445, 
x_goal: -6.068352866, 8.991421028, -0.2625496686, 0.3250537361, 

x_start: -6.068352866, 8.991421028, -0.2625496685, 0.3250537361, 
x_goal: 8.874961506, 8.051969428, 0.3636405957, -0.1001000209, 

x_start: -6.068352866, 8.991421028, -0.2625496685, 0.3250537361, 
x_goal: -0.8769932808, -5.668992866, 0.1368678967, -0.7295636535, 

x_start: 3.952623908, -8.014392969, -0.879549067, 0.9396181372, 
x_goal: 6.758898133, 3.473192621, -0.8078031977, 0.9438899979, 

x_start: 6.758898133, 3.473192621, -0.8078031977, 0.9438899979, 
x_goal: -9.62420404, -3.517179918, 0.2352710017, -0.7006502724, 

x_start: 6.758898133, 3.473192621, -0.8078031977, 0.9438899979, 
x_goal: -6.82060827, -3.23984765, -0.7792497217, 0.3495046445, 

x_start: 6.758898133, 3.473192621, -0.8078031977, 0.9438899979, 
